"","seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"3015","chr19",40030326,40031046,721,"*",7,2.60812010156607e-20,1.78883638374371e-12,1.48172842187297e-07,5.2405999642547e-13,0.0152359345739917,0.0071553672305606,"EID2"
"3016","chr2",166650606,166651320,715,"*",11,1.44945286953968e-20,6.53368601037975e-11,0.000128071099703092,5.24338055154173e-13,0.0168614227346099,0.00614971384200536,"GALNT3"
"3017","chr16",15982174,15982637,464,"*",8,5.58279264144717e-21,7.84871694250653e-09,3.67861859039885e-06,5.32102402377038e-13,0.00679911143797464,0.00382268043978389,"FOPNL"
"3018","chr6",123317124,123317875,752,"*",8,3.01066229540977e-18,2.27512844587683e-14,0.000778887251930457,5.389527573558e-13,0.262435159609753,0.148572520942822,"CLVS2"
"3019","chr17",79935202,79935872,671,"*",6,6.42411924239482e-21,2.68905764743988e-12,8.6847534485136e-06,5.39238475507588e-13,0.00599003392861232,0.00459696867233707,"ASPSCR1"
"3020","chr6",6003584,6004804,1221,"*",8,2.02258683886557e-21,1.61581506267568e-14,0.000342382659119367,5.39747707962969e-13,0.299458175092209,0.152526296975547,"NRN1"
"3021","chr5",90675774,90676606,833,"*",6,6.02671928868938e-21,1.33958732453204e-12,8.60701621241521e-08,5.41038821810042e-13,0.0358379178138775,0.0119645860357909,"ARRDC3"
"3022","chr8",42751637,42752335,699,"*",6,2.08089491855136e-20,3.59535153138301e-13,7.51991826238151e-06,5.43002067423356e-13,0.0236876506843637,0.00761592132496065,"HOOK3, RNF170"
"3023","chr8",26435291,26435434,144,"*",7,1.50527383576819e-19,4.21842958576961e-14,0.000441139678792782,5.43395294775345e-13,0.00681599219248056,0.0046387854146755,"DPYSL2"
"3024","chr8",55047575,55048378,804,"*",11,1.94468318693176e-20,2.12763724359114e-10,2.64121614299853e-05,5.4644370921842e-13,0.00630568762926274,0.00378752048703914,"MRPL15"
"3025","chr1",6295537,6296337,801,"*",6,1.36395469048988e-21,1.23230825242327e-12,1.04934791009233e-06,5.50407715057012e-13,-0.0540282872206264,-0.0052610115618351,"LINC00337, ICMT"
"3026","chr11",60869601,60870121,521,"*",7,1.35089436866661e-18,3.188219965487e-13,9.18097121185905e-05,5.53062554613404e-13,-0.304593940910641,-0.149793349776908,"CD5"
"3027","chr14",74959978,74960696,719,"*",13,2.57226073883061e-18,2.6541959577415e-13,0.0038862265351506,5.53232847354359e-13,0.019233332655719,0.00794179866853187,"ISCA2, NPC2"
"3028","chr22",32340140,32341328,1189,"*",12,7.00198796422263e-28,1.28389411598722e-11,0.000296806266417882,5.53740825454779e-13,0.0258207396715071,0.006807224820294,"YWHAH, C22orf24"
"3029","chr2",113594343,113594654,312,"*",4,2.78289543816196e-20,5.94715589407888e-14,1.28632996626738e-05,5.55267451239505e-13,-0.313420969171372,-0.275222902311588,"IL1B"
"3030","chr5",110406049,110406661,613,"*",4,2.706157179372e-18,5.39198316452222e-14,1.48475295389401e-05,5.63202338488923e-13,0.238795741772228,0.190760362393579,"TSLP"
"3031","chr4",52917271,52918471,1201,"*",13,8.72084554268898e-22,1.62392010637298e-12,3.89590017881413e-05,5.66549010563327e-13,-0.0974089915531428,-0.0257181213359812,"SPATA18"
"3032","chr4",83674602,83675202,601,"*",5,4.76310537112722e-19,5.39743555496815e-12,8.71521399681159e-06,5.69583328786138e-13,0.301774289894432,0.195879178640508,"SCD5"
"3033","chr2",200468445,200469026,582,"*",5,8.10255903159042e-19,2.10021972149431e-12,2.27169818213329e-05,5.69605643846402e-13,0.267822515795339,0.200874393414232,NA
"3034","chr15",99250440,99251007,568,"*",6,3.13976233139106e-20,2.04674968877785e-12,4.91583860421162e-08,5.70233950688509e-13,0.306237305327366,0.0501274569659225,"IGF1R"
"3035","chr2",73340007,73340489,483,"*",4,2.21107619248989e-18,5.39701961521114e-14,1.28153058005724e-05,5.74119095623206e-13,0.00494381733914277,0.00382506881390564,"RP11-44N22.3, RAB11FIP5"
"3036","chr5",178054017,178054312,296,"*",5,1.87268411527521e-20,5.9599860028626e-14,2.56029842775445e-05,5.75371076481263e-13,0.00545478373351081,0.00457923402744308,"CLK4"
"3037","chr17",70723227,70723386,160,"*",2,1.72132791820231e-18,1.69921954409916e-13,1.28853100271622e-07,5.76869119899052e-13,-0.352594249850409,-0.338122919578252,"SLC39A11"
"3038","chr19",36450358,36450916,559,"*",4,1.2170220697995e-20,4.95003161177626e-13,1.26732500557699e-07,5.78388669043081e-13,0.25941586816129,0.163723093899764,NA
"3039","chr3",179322195,179322868,674,"*",12,6.83191973313963e-19,2.54413050847392e-12,0.000704601095114096,5.792232702742e-13,0.0280237953438772,0.00807831001173692,"NDUFB5, MRPL47"
"3040","chr15",76630095,76630660,566,"*",5,7.17048147436281e-22,7.12673825219912e-13,9.61315336447667e-06,5.79392552584959e-13,0.270128351638151,0.173833009454436,"ISL2"
"3041","chr22",25003400,25003854,455,"*",6,1.54789451509294e-17,1.80738391334981e-14,0.000388995845244367,5.79972968947607e-13,-0.179407969535067,-0.133914699284063,"SNRPD3, GGT1"
"3042","chr11",124492484,124493152,669,"*",8,3.66298932971896e-17,4.83923255922251e-15,0.00141269665849906,5.8351341704297e-13,0.0205532987177879,0.00984384066776862,"TBRG1"
"3043","chr5",130970361,130971504,1144,"*",15,2.76516408765176e-20,8.48095805542038e-12,0.000236392746625776,5.85228458123063e-13,0.0203425670808006,0.00702582414933023,"RAPGEF6, CTC-432M15.3"
"3044","chr8",38033655,38034642,988,"*",10,7.30693200462361e-22,1.05995290274347e-11,2.54345621466155e-05,5.8742032999514e-13,0.0264557689084607,0.00692016670299898,"BAG4, LSM1"
"3045","chr19",3136019,3136430,412,"*",3,1.91447084572272e-20,4.07691353816253e-13,7.63975933288964e-08,5.90647375337062e-13,-0.283265600169322,-0.221775510214206,"GNA15"
"3046","chr9",79630987,79631748,762,"*",4,2.23977910253925e-21,6.27463034461058e-14,6.03658345563677e-06,5.90698941908877e-13,0.258553384914609,0.223450257826263,NA
"3047","chr10",112064230,112065016,787,"*",8,6.41573117923097e-18,7.78137004698312e-10,9.36928128442213e-06,5.91058175797567e-13,0.0101542199608275,0.00638179281761869,"SMNDC1"
"3048","chr19",17416367,17416810,444,"*",8,1.2280837530382e-18,1.28901332848986e-13,3.05407014386447e-05,5.97307961816607e-13,0.0166800873639724,0.00612290330321027,"MRPL34, ABHD8"
"3049","chr1",179712591,179713349,759,"*",5,3.47220782059574e-25,5.90337670601579e-13,1.85424932432534e-06,6.06646075347363e-13,0.282734343612468,0.166468716584425,"FAM163A"
"3050","chr1",37939724,37940488,765,"*",11,1.72875138147417e-18,2.23279949678209e-14,0.000924183079600455,6.11882772380712e-13,0.0130555268116842,0.00543603336561523,"ZC3H12A, LINC01137"
"3051","chr2",48982683,48982957,275,"*",3,3.22860540826897e-18,1.10203726146584e-13,8.45788120130289e-07,6.16609220970044e-13,0.298463906328625,0.272366076418799,"STON1-GTF2A1L, LHCGR"
"3052","chr3",197382627,197383170,544,"*",4,4.51204431115586e-19,1.26297253518537e-12,4.13062748193019e-07,6.17204364754106e-13,-0.173639986363398,-0.111702715765093,NA
"3053","chr17",27070735,27071569,835,"*",8,3.18227282888555e-20,7.92234447401128e-13,1.89339874379325e-05,6.19753390899358e-13,0.0274557954598343,0.00958250068782799,"TRAF4"
"3054","chr11",46867314,46868062,749,"*",10,5.30241856445424e-18,2.38261894593394e-14,0.00102420681835877,6.23790261139489e-13,0.0152723289651381,0.00807930269062817,"LRP4-AS1, CKAP5"
"3055","chr11",66326652,66327250,599,"*",5,1.32899060133544e-17,2.31827671122909e-14,0.000195178494410019,6.24020148902397e-13,0.270282480299549,0.186162124848542,"ACTN3, CTD-3074O7.2"
"3056","chr14",100772295,100773152,858,"*",8,4.77250819797227e-21,1.31319844103453e-10,0.000106595361971724,6.24632020765193e-13,0.00731884583477361,0.00380722075901838,"SLC25A29"
"3057","chr6",138428131,138428995,865,"*",8,6.87808404695404e-18,9.7936421622942e-15,0.000929072282813396,6.25484281879179e-13,0.0444407751396851,0.0123728179763465,"PERP"
"3058","chr1",32645027,32645867,841,"*",11,3.72723114484539e-20,8.97295690182457e-13,0.000388437317233145,6.30208359831463e-13,-0.0807226766563183,-0.00116777627501103,"TXLNA"
"3059","chr14",68140985,68141881,897,"*",11,1.81907260685438e-20,4.04398698678242e-09,2.09154359412705e-05,6.32152848945473e-13,0.0107526766053199,0.00424347346419799,"VTI1B, RP11-1012A1.4"
"3060","chr12",111180513,111181027,515,"*",8,5.55347403881002e-20,7.35809389353152e-15,0.00120129797348546,6.34277382185508e-13,0.0139237430479599,0.00624762880854212,"PPP1CC"
"3061","chr19",46272079,46273153,1075,"*",8,8.97052296567963e-19,2.31943502080674e-14,4.53438845848669e-05,6.34911560857631e-13,0.0125721360250495,0.00697042378898308,"AC074212.5, AC074212.6, SIX5, DMPK"
"3062","chr1",19228616,19229528,913,"*",12,3.60248812647093e-22,9.0393895221944e-12,3.47170525844129e-05,6.37243951166978e-13,0.0272607795524334,0.00725709137907339,"RP13-279N23.2, ALDH4A1"
"3063","chr19",4639239,4639923,685,"*",8,2.61177566129359e-18,9.4673470201691e-15,0.000705728647018672,6.38821051842521e-13,0.0580127896406401,0.0128443763942382,"TNFAIP8L1"
"3064","chr14",105796713,105796964,252,"*",3,1.82267376035737e-20,4.73745242656762e-12,9.36444924462613e-10,6.41169951358803e-13,-0.294660338075132,-0.152675529173173,"PACS2"
"3065","chr19",49617435,49617869,435,"*",7,1.80479991775412e-22,4.36437799061557e-11,2.25996179158792e-05,6.52887499014264e-13,0.01861879314907,0.0052084904023023,"LIN7B"
"3066","chr1",119522386,119522855,470,"*",3,4.11016844931626e-20,2.07085335528916e-13,1.43201333394981e-07,6.52985972057625e-13,0.288934724160483,0.257885608237186,"TBX15"
"3067","chr1",3420815,3420848,34,"*",2,8.45373636316911e-21,1.94944416681763e-13,1.18301473679124e-07,6.53495517811627e-13,-0.273216993130659,-0.241135754112341,"MEGF6"
"3068","chr18",59853916,59854615,700,"*",9,1.44465426992814e-20,5.48918104726146e-12,0.000328035262760952,6.56997987308307e-13,0.0255928288027144,0.0111699838488876,"KIAA1468, PIGN"
"3069","chr19",14606622,14607318,697,"*",8,1.92879088484065e-18,3.83450309572936e-14,0.000592346880037677,6.57259918449866e-13,0.00875939683570887,0.00561162508374691,"GIPC1"
"3070","chr8",19539991,19540734,744,"*",4,2.46440897097733e-17,3.81832207742877e-14,7.61564414373981e-05,6.59608026751022e-13,-0.286908279320826,-0.240852278485985,"RP11-1105O14.1, CSGALNACT1"
"3071","chr7",100239764,100240341,578,"*",3,4.47187109281329e-22,1.51814975314509e-13,7.22885655326231e-07,6.65052586631116e-13,-0.322879924199044,-0.248780404302225,"TFR2"
"3072","chr12",111471489,111472375,887,"*",4,2.45402419313752e-23,7.60557823418928e-14,1.44959233017977e-05,6.65100678547941e-13,0.307411118345017,0.227359530959188,"CUX2"
"3073","chr14",103294363,103294740,378,"*",5,1.6134632432727e-17,2.07646958456752e-14,0.000278164741735549,6.68344990988927e-13,0.356178610525971,0.307361192008395,"TRAF3"
"3074","chr4",56719660,56720227,568,"*",8,5.67336998609723e-18,9.9990320190586e-14,0.000120206026163224,6.73064113292064e-13,0.0237136854542278,0.00993816834481713,"EXOC1"
"3075","chr11",62446121,62446817,697,"*",13,1.09855059971923e-19,3.12351966374328e-13,0.00190117692429197,6.74158950397774e-13,-0.0178603026260362,0.00326256813739067,"UBXN1"
"3076","chr7",111202222,111202755,534,"*",9,1.33513165840292e-20,2.19411459806928e-12,0.000124384900826519,6.75112823582705e-13,0.0251839668745951,0.0107915650445236,"IMMP2L"
"3077","chr14",96000874,96001369,496,"*",11,2.50216150843548e-19,1.89392146932695e-09,0.000104876575572112,6.83484013402962e-13,0.0150723866174791,0.00556808460900408,"GLRX5, SNHG10"
"3078","chr3",72897120,72897792,673,"*",10,1.54486069812756e-18,1.46698985832362e-13,0.000522356206011965,6.87985191121443e-13,-0.0104154680937491,0.00393919064911269,"SHQ1"
"3079","chr12",107167914,107168633,720,"*",7,7.73219650726349e-20,5.98264319754212e-13,1.11330753578413e-05,6.90566791133113e-13,0.164899931816505,0.0284520587485342,"RIC8B, RP11-144F15.1"
"3080","chr12",11653278,11653600,323,"*",3,3.73518570436564e-20,4.58339756685276e-13,2.75525591804652e-08,6.9202651027101e-13,0.44172700071407,0.292889806263216,"PRB2"
"3081","chr11",66624841,66625278,438,"*",5,3.96547251349041e-23,1.17527722421387e-13,2.80978349135511e-05,6.92746143747179e-13,-0.17702300813754,-0.125395108357323,"LRFN4, PC"
"3082","chr13",113396924,113396948,25,"*",2,4.06978322810358e-20,2.2939259550962e-13,4.65437404987572e-08,6.96199328846697e-13,0.224044802225064,0.220892838639693,"ATP11A"
"3083","chr22",50682980,50684054,1075,"*",9,1.21270675969095e-20,1.92702648772962e-11,8.59243083199437e-06,6.97994262125404e-13,0.0163255198703588,0.009365595319765,"TUBGCP6, HDAC10, MAPK12"
"3084","chr11",120081497,120082238,742,"*",8,1.17292433800623e-19,1.10225117000073e-13,0.000212406727696561,7.02774979992791e-13,0.0277295311394315,0.0105571083343187,"OAF"
"3085","chr6",83777272,83777986,715,"*",7,9.82289490783123e-18,2.05186553404605e-14,0.000184563498156389,7.03087172218371e-13,0.0219744212724778,0.00834052385291275,"DOPEY1"
"3086","chr3",170075236,170076067,832,"*",9,1.04168090943753e-17,6.20271866907864e-13,1.38036599321337e-05,7.14507014195054e-13,-0.0114632316997074,0.00391460043602121,"SKIL"
"3087","chr12",48206783,48207063,281,"*",4,2.14621151095517e-18,4.41918264330846e-14,6.67834500659381e-05,7.1556241148191e-13,-0.217922354923747,-0.129292540365803,"HDAC7"
"3088","chr21",45753677,45754232,556,"*",4,7.76797393072981e-18,1.22520498920101e-13,1.28041579565156e-06,7.18868488601297e-13,-0.241135560090042,-0.141334821303932,"AP001062.7, C21orf2"
"3089","chr1",165512980,165513716,737,"*",8,1.69155826224907e-21,5.09526623000793e-09,3.89521589341246e-05,7.22146468217522e-13,0.10896172240961,0.0436196566781864,"LRRC52, RP11-280O1.2"
"3090","chr14",61108807,61109545,739,"*",4,1.8822479574409e-21,5.73165749379504e-14,2.97074554643447e-05,7.25938904385496e-13,0.326609842561278,0.261012959257638,"RP11-1042B17.5"
"3091","chr4",147568715,147569185,471,"*",2,1.43968692506634e-22,4.22826311977587e-13,3.61024694225169e-09,7.29374283215274e-13,0.24560534726783,0.206714547221615,NA
"3092","chr22",30821505,30821762,258,"*",7,3.22777824555311e-18,1.13980084474466e-11,1.44617593610982e-05,7.31966817154734e-13,0.0223934444929987,0.00796032457591455,"RP4-539M6.19, MTFP1"
"3093","chr19",55944451,55945233,783,"*",4,1.19135111097591e-23,7.49508141221889e-09,1.045172249382e-11,7.34523041218338e-13,0.32693336387441,0.139009665089688,"SHISA7"
"3094","chr21",37692341,37692840,500,"*",6,1.65632927376829e-18,6.96775535870853e-14,5.63011685221756e-05,7.36314425369977e-13,0.00788882102993386,0.00471828623895151,"MORC3, AP000692.10"
"3095","chr17",4890503,4891081,579,"*",8,1.71601711421059e-19,6.91687195364684e-14,0.000158451488251878,7.38715499102021e-13,0.00985355798541463,0.00577693626044778,"RP5-1050D4.4, AC004771.1, RP5-1050D4.5, CAMTA2"
"3096","chr10",118922493,118923234,742,"*",6,1.1021034481077e-19,1.95585797163524e-13,0.000128080675507957,7.43808775808959e-13,0.294680934961625,0.219352744729997,"RP11-501J20.2"
"3097","chr17",21355856,21356372,517,"*",7,4.48973135626858e-18,6.37995800802998e-14,0.000109776217994077,7.5138603171192e-13,0.251385700976946,0.128605503367025,NA
"3098","chr6",29716135,29717188,1054,"*",22,1.66348727239635e-23,1.58719680141604e-11,0.000879084313192936,7.51728847517574e-13,0.0744351522868543,0.00953791734659673,"HCG9P5, HLA-F-AS1, MICE"
"3099","chr5",140165938,140166589,652,"*",5,5.61518024199827e-19,3.60433604200975e-13,9.00403942374169e-07,7.54560715135277e-13,0.264282669602758,0.172053523040857,"PCDHA1"
"3100","chr10",101282726,101283479,754,"*",5,2.6889584243843e-20,3.25885773309118e-14,0.000109943627134369,7.57789411634705e-13,0.235749507053237,0.189059783377482,NA
"3101","chr13",38443634,38444490,857,"*",10,8.8337498908191e-19,2.86114970640333e-15,0.00407499671343928,7.5994196294735e-13,0.208762478380818,0.124320380808548,"TRPC4"
"3102","chr12",114075881,114075981,101,"*",3,1.08056482413175e-17,9.73135290918174e-14,7.19108997852683e-06,7.60437625667383e-13,0.298976726682689,0.21494673661743,NA
"3103","chr19",36004233,36004994,762,"*",5,8.43230223530584e-20,1.07305231679465e-10,1.01843395963564e-05,7.62227527298742e-13,-0.295241870561309,-0.193382283993882,"DMKN"
"3104","chr7",128502641,128503126,486,"*",9,1.81609828338578e-18,4.90689586623284e-13,0.000370593458689165,7.63983690122498e-13,0.0435715668065271,0.0105816526681431,"ATP6V1F, RP11-309L24.2, KCP"
"3105","chr19",3178512,3179364,853,"*",6,2.01717196452068e-19,1.94349424851982e-14,0.000276179614527163,7.70381609945761e-13,-0.216774521991341,-0.155227671401828,"S1PR4"
"3106","chr5",80597384,80597828,445,"*",7,1.08751904457929e-17,2.99032682213882e-14,0.000513722591071979,7.7227444022919e-13,0.00966033681318792,0.00550307089058234,"ZCCHC9"
"3107","chr18",45457585,45458303,719,"*",7,3.83684121242035e-18,4.56820567804045e-14,0.000113100640174312,7.76350721917151e-13,-0.236618669524927,-0.0681861851831369,NA
"3108","chr10",5726466,5726819,354,"*",4,1.39493612550495e-19,8.76287844113247e-14,5.51238149699792e-06,7.83861352122801e-13,0.00681048452096397,0.00514708361102792,"FAM208B"
"3109","chr3",50374304,50375194,891,"*",10,1.96421065535527e-20,4.81737239801835e-14,0.000525771538603407,7.84817169819218e-13,0.0110774501132736,0.00623854740947143,"RASSF1"
"3110","chr15",71055704,71056145,442,"*",8,2.4987474604443e-18,3.50824685584969e-12,0.000163851930365918,7.84941155057548e-13,0.0272197412287764,0.0101295395511597,"UACA"
"3111","chr5",110427846,110428454,609,"*",8,9.00734108751141e-19,1.20520859481784e-12,8.91747247571928e-05,7.9256103705629e-13,0.0130835141116709,0.0094060807392647,"WDR36"
"3112","chr22",41214936,41215569,634,"*",9,4.39838312709896e-19,4.98732070859268e-12,1.23414357525028e-05,7.96499097039209e-13,0.0211956524512805,0.00835559505266572,"SLC25A17"
"3113","chr4",113206875,113207418,544,"*",8,9.27925134612648e-20,1.11791589973878e-10,6.21468842292792e-05,8.00637622402588e-13,0.0177823274596864,0.00526190894559521,"ALPK1, TIFA"
"3114","chr14",39572202,39572669,468,"*",8,9.24644409423076e-19,4.75961908053215e-12,6.71106028313668e-06,8.01400096825216e-13,0.0132222165867198,0.00629849920667339,"RP11-545M17.1, SEC23A"
"3115","chr19",51111137,51111677,541,"*",4,1.68667631150125e-21,3.14172567616069e-11,1.46626886625079e-07,8.06824867365853e-13,0.378516682133053,0.198615313584197,NA
"3116","chr1",3387913,3388196,284,"*",3,1.93805845738913e-18,1.54517757612979e-13,7.44693396787493e-07,8.07303153212335e-13,-0.252100678488995,-0.220551454597831,"ARHGEF16"
"3117","chr5",140772286,140773864,1579,"*",8,3.37886831587179e-17,3.56562535751966e-14,0.000279744877917102,8.12920439306691e-13,0.201180062386954,0.1388130753971,"PCDHGA1, PCDHGA2, PCDHGA3, PCDHGB1, PCDHGA4, PCDHGB2, PCDHGA5, PCDHGB3, PCDHGA6, PCDHGA7, PCDHGB4, PCDHGA8"
"3118","chr15",91537654,91538153,500,"*",9,1.85520619939168e-18,4.70763412467368e-13,3.46106072089213e-05,8.17534254510967e-13,0.0106790197182258,0.00555069236626577,"PRC1"
"3119","chr1",28585395,28586543,1149,"*",9,3.90425058115043e-20,4.47396237163407e-14,0.00137254131999722,8.22636607203065e-13,0.0600361915163533,0.0172925597432059,"SESN2"
"3120","chr14",37135671,37136283,613,"*",4,3.61239773444487e-22,2.07297829000733e-13,4.81518381815161e-07,8.27391078204389e-13,0.265919023520807,0.201760212160353,"PAX9"
"3121","chr11",68193549,68193846,298,"*",5,1.201670973083e-18,9.56758332132964e-13,4.12139965527668e-07,8.28131610113436e-13,-0.0539785891867027,-0.0200511967316522,"LRP5"
"3122","chr17",40021376,40021969,594,"*",8,5.92492517171963e-19,3.02773631529272e-13,0.000198713802708384,8.29128322251878e-13,0.011796529699957,0.00671422737784647,"KLHL11"
"3123","chr13",52158057,52158706,650,"*",7,3.00553557615076e-19,3.70380114035528e-12,8.39514556693203e-05,8.29441153497243e-13,0.0080614190137748,0.00463498587882775,"WDFY2"
"3124","chr5",140857474,140858107,634,"*",8,9.590296858549e-19,6.50269803931057e-14,0.000418183509665422,8.35125025374132e-13,0.334020827933337,0.117587566186454,"PCDHGA1, PCDHGA2, PCDHGA3, PCDHGB1, PCDHGA4, PCDHGB2, PCDHGA5, PCDHGB3, PCDHGA6, PCDHGA7, PCDHGB4, PCDHGA8, PCDHGA9, PCDHGB6, PCDHGA10, PCDHGB7, PCDHGA11, PCDHGA12, PCDHGC3"
"3125","chr2",27603611,27604131,521,"*",11,7.53246618683766e-18,2.19013103663334e-13,0.00260962703732126,8.36676822694306e-13,0.125185789594161,0.0226407401780346,"ZNF513, PPM1G"
"3126","chr11",18417757,18417924,168,"*",6,6.21651546045153e-18,5.39861846048057e-14,0.000115408349048831,8.39806548216718e-13,0.00911089843421103,0.00556687620449802,"LDHA"
"3127","chr6",108582065,108582638,574,"*",7,2.00982814957638e-23,4.80645584454966e-12,1.56128064442624e-05,8.45942692472898e-13,0.0102155453835927,0.00396046108596395,"SNX3"
"3128","chr1",113217655,113218096,442,"*",4,1.17786300525821e-22,1.02611414663904e-13,6.75024008678983e-06,8.47872467252074e-13,0.00969105328301422,0.00552665729024123,"MOV10"
"3129","chr2",32581594,32582276,683,"*",9,3.62469868483184e-19,7.88138925254889e-12,1.80433541560043e-05,8.50641450584951e-13,0.0348915061480218,0.0137552036932726,"BIRC6"
"3130","chr4",77507102,77507411,310,"*",4,5.08327747580618e-19,6.98190850860694e-14,1.80905469139098e-05,8.56466563598769e-13,0.107267184791918,0.0922564284754074,"SHROOM3"
"3131","chr19",22444509,22444714,206,"*",2,2.59015649757427e-18,2.96026136426259e-13,3.94333264668287e-08,8.61092258886569e-13,0.281468434606454,0.214422740506813,NA
"3132","chr15",89959657,89960278,622,"*",6,4.61501763064195e-20,5.02754909648135e-12,7.14243798672712e-06,8.61597263626881e-13,0.207019443169052,0.115657948003921,NA
"3133","chr16",2198075,2198949,875,"*",9,5.39244259300199e-19,9.67065822393453e-11,0.00015526535987926,8.65815404443921e-13,0.138117440909412,0.03557757117397,"RAB26"
"3134","chr7",63560420,63561037,618,"*",4,2.58365473333185e-19,3.60830059747093e-12,3.99843516665713e-07,8.6746108414572e-13,0.278235377918717,0.194687964028731,"GUSBP6"
"3135","chr12",14955832,14956701,870,"*",12,4.98827408811225e-19,1.84406638978519e-12,7.93977927008919e-05,8.74226477438303e-13,0.0128678453242311,0.00642827416698459,"C12orf60, WBP11"
"3136","chr7",151493629,151493820,192,"*",3,1.3968898509101e-17,1.06685010497762e-13,1.01382748467897e-05,8.77588870250365e-13,-0.272855615237172,-0.249638100816465,"PRKAG2"
"3137","chr17",81031249,81032067,819,"*",3,1.44767276901981e-18,1.4289224964626e-13,3.27275421109775e-06,8.7765893561279e-13,-0.322959183993373,-0.231990235654319,NA
"3138","chr1",33502309,33502810,502,"*",10,9.4041784435492e-18,6.97575147578485e-14,2.96550061898264e-05,8.83973485116412e-13,0.0368626072449009,0.0140948425031629,"AK2"
"3139","chr7",44835684,44836196,513,"*",9,3.94331487290786e-20,5.95282698044948e-14,4.52739687361569e-05,9.04062458987948e-13,0.00859047645127373,0.00426271319308902,NA
"3140","chr12",51477072,51477546,475,"*",8,5.71215242288766e-18,3.5584401357296e-14,0.000313119538241734,9.04583406131171e-13,0.0195490906423616,0.00890731496410799,"CSRNP2"
"3141","chr1",44820073,44821169,1097,"*",13,1.07506174542757e-20,1.27712166070232e-11,3.76795143242781e-05,9.07847424543704e-13,0.0927499796853395,0.010280092748239,"ERI3"
"3142","chr2",85811292,85811662,371,"*",5,1.18314251038428e-19,3.52471606198355e-14,0.000169802109108252,9.08919273552078e-13,-0.301282439549059,-0.216656671248944,"VAMP5"
"3143","chr11",18034355,18035136,782,"*",8,1.11075780806386e-19,7.15481938545891e-11,2.05819348817437e-07,9.15766059060363e-13,0.01117043365288,0.00617152530913612,"SERGEF, RP1-59M18.2"
"3144","chr1",95582492,95583571,1080,"*",11,2.28512778344269e-20,1.24689629140831e-14,0.00163319193023202,9.25757957771114e-13,0.0298518298636965,0.0127653025199769,"TMEM56, TMEM56-RWDD3"
"3145","chr19",42805322,42806532,1211,"*",10,2.63205103446294e-17,1.16621865273173e-12,0.000101949193475158,9.27009436631219e-13,-0.0236302744121972,0.00279285072409476,"PRR19, PAFAH1B3"
"3146","chr2",240259213,240259915,703,"*",2,7.02532522689931e-18,2.79477174957667e-13,1.3837675791899e-07,9.30058371513633e-13,0.35251635955696,0.116654471787897,"HDAC4"
"3147","chr7",96619068,96619076,9,"*",2,3.68573778146163e-18,3.32344343919052e-13,3.41275450539126e-08,9.37286417200229e-13,0.335561996639377,0.300908876117265,"DLX6-AS1"
"3148","chr6",35309867,35310685,819,"*",8,9.30321934824636e-18,5.52801098251112e-13,0.000145653869128865,9.40510786058758e-13,-0.141123904496661,-0.0115943083697357,"PPARD"
"3149","chr6",83775339,83775765,427,"*",10,7.20146287438494e-20,4.02679517240785e-11,6.05762573937315e-05,9.42820288944807e-13,-0.0415197602223369,-0.00600805679944296,"UBE3D"
"3150","chr2",86263224,86263270,47,"*",2,3.82465303178938e-20,2.87523934765483e-13,1.22872492950187e-07,9.4667579291656e-13,0.289327414203796,0.284949613535137,"POLR1A"
"3151","chr14",73493421,73494092,672,"*",9,2.59464283712543e-17,3.08466202873608e-13,0.000537439313381722,9.64779763395905e-13,0.0289503701700145,0.0125802151201655,"ZFYVE1"
"3152","chr8",57069688,57070013,326,"*",3,8.94328543173988e-18,1.69066409729774e-13,1.30671604702337e-06,9.71551964144826e-13,0.317669711639173,0.281262086983651,NA
"3153","chr7",116962950,116963888,939,"*",8,1.81146005133227e-20,1.17879136363039e-13,0.000747841028162689,9.74104737136736e-13,0.222159062208527,0.149890967245139,"WNT2"
"3154","chr11",58940866,58941415,550,"*",4,2.37942096983153e-19,3.49502475629001e-13,2.64850115543164e-07,9.75935303756777e-13,-0.22305276145069,-0.202463991502832,"DTX4"
"3155","chr17",80254862,80255457,596,"*",3,3.58789025975832e-19,1.46583711451366e-13,4.16836016591071e-06,9.7631946699755e-13,-0.44173499161072,-0.37018348937238,NA
"3156","chr5",40755670,40756512,843,"*",8,4.22082784683907e-18,6.32026084147233e-13,5.57804427907825e-05,9.76460249983508e-13,-0.107692774523578,-0.00466218894783789,"TTC33"
"3157","chr1",67217769,67218505,737,"*",11,1.55421131077786e-20,2.7273723012982e-11,0.000263116280375968,9.76797544631551e-13,0.307278418941107,0.151923218048573,"TCTEX1D1"
"3158","chr3",194392839,194393377,539,"*",10,2.98084544341463e-18,3.14975499346846e-12,0.000328386378278511,9.77764102527453e-13,0.00849356862600255,0.00488247218885798,"LSG1"
"3159","chr6",1393028,1394071,1044,"*",4,1.78100551262865e-17,9.17424257461735e-14,2.44791133615915e-05,9.86721724039709e-13,0.285532684579265,0.182648414992895,"FOXF2"
"3160","chr1",109234895,109235690,796,"*",7,1.20527636502417e-19,5.78107362218865e-13,6.36160988165697e-05,9.86843189606845e-13,0.00898492983753876,0.00612853494171391,"PRPF38B"
